Order ID,Order Date,Customer ID,Product ID,Units Sold,Total Sales
15725,5-25-2018,E1007,58,71,?994.00
56543,6-20-2016,E1048,39,11,?220.00
71953,1-26-2015,E1035,16,5,?12.50
41054,1-9-2015,E1047,62,81,"?6,561.00"
6905,7-26-2016,E1009,2,34,?340.00
43849,8-30-2016,E1016,24,32,?622.40
16138,4-13-2015,E1055,25,12,?374.76
64074,4-18-2017,E1061,54,74,?573.50
86442,9-1-2016,E1060,19,40,?500.00
57418,5-27-2017,E1068,48,31,?540.95
37529,11-16-2018,E1084,66,41,?738.00
71543,1-31-2017,E1038,68,65,?598.00
87638,5-13-2017,E1036,12,30,"?7,905.00"
63624,7-17-2015,E1065,8,83,"?1,494.00"
68256,12-31-2017,E1075,77,56,?532.00
57988,5-2-2015,E1041,48,49,?855.05
32650,10-27-2015,E1084,43,39,"?1,560.00"
29224,5-14-2015,E1028,67,86,"?4,239.80"
25315,8-19-2015,E1017,58,38,?532.00
13167,4-14-2018,E1061,44,18,?252.00
75534,10-1-2017,E1064,66,40,?720.00
49546,7-31-2017,E1015,11,17,?216.75
80986,10-20-2018,E1083,34,50,?500.00
51217,7-16-2018,E1018,11,20,?255.00
60775,4-23-2017,E1047,35,71,"?1,494.55"
32235,5-10-2015,E1083,15,55,"?1,182.50"
7553,9-15-2016,E1038,44,53,?742.00
75844,6-25-2018,E1029,18,51,"?1,938.00"
18691,10-2-2017,E1055,32,47,?846.00
88472,4-18-2015,E1054,34,41,?410.00
66378,10-31-2016,E1089,16,8,?20.00
22354,4-24-2016,E1006,59,84,"?3,687.60"
20015,6-28-2016,E1036,74,65,"?1,056.25"
20712,1-24-2017,E1078,74,41,?666.25
15423,12-9-2016,E1031,65,71,?852.00
9719,11-19-2018,E1052,9,19,?418.00
89593,5-16-2015,E1087,45,71,?923.00
55302,8-24-2015,E1084,56,28,?266.00
52775,4-9-2016,E1088,24,27,?525.15
25482,9-8-2018,E1070,6,62,"?1,116.00"
74711,6-19-2017,E1047,58,70,?980.00
58980,8-26-2016,E1083,51,70,"?2,660.00"
42710,11-25-2016,E1023,60,73,?912.50
64241,5-16-2016,E1040,23,58,"?2,088.00"
35082,8-20-2016,E1075,6,86,"?1,548.00"
72014,10-16-2016,E1031,61,68,?952.00
27437,5-18-2017,E1051,67,15,?739.50
10320,7-4-2015,E1057,10,25,?533.75
63374,8-24-2015,E1073,13,19,?251.75
42730,2-18-2018,E1079,53,90,"?1,755.00"
88660,2-16-2018,E1001,72,76,?684.00
11280,2-18-2017,E1034,13,86,"?1,139.50"
28331,9-20-2015,E1032,37,19,"?1,007.00"
52595,7-14-2015,E1032,47,86,"?2,064.00"
45541,8-14-2018,E1046,76,8,?266.00
88139,10-18-2016,E1018,61,60,?840.00
13550,6-17-2016,E1074,69,90,"?11,141.10"
24978,3-28-2017,E1007,60,47,?587.50
13261,5-11-2015,E1053,13,82,"?1,086.50"
33580,2-10-2015,E1081,53,59,"?1,150.50"
16337,9-3-2018,E1057,54,85,?658.75
12728,4-8-2017,E1033,14,16,?112.00
24817,6-12-2017,E1052,9,24,?528.00
37906,6-14-2016,E1020,19,82,"?1,025.00"
7530,3-29-2017,E1061,29,50,"?2,300.00"
86458,3-28-2017,E1069,23,22,?792.00
21190,8-5-2015,E1062,36,49,?833.00
85491,6-4-2015,E1050,70,26,?604.50
79290,7-14-2015,E1076,3,74,"?1,361.60"
28009,10-13-2018,E1009,28,24,?456.00
81335,5-20-2016,E1041,77,68,?646.00
61937,12-11-2018,E1007,61,28,?392.00
37889,6-8-2015,E1035,12,75,"?19,762.50"
87539,3-5-2018,E1042,6,58,"?1,044.00"
24760,2-13-2017,E1080,45,78,"?1,014.00"
41076,6-29-2018,E1066,71,17,?126.65
77281,2-12-2016,E1077,11,19,?242.25
62002,6-24-2015,E1080,55,46,?690.00
12371,6-19-2017,E1042,57,43,"?1,960.80"
17479,8-11-2017,E1048,62,13,"?1,053.00"
12598,5-23-2015,E1037,32,24,?432.00
13354,6-18-2017,E1016,32,41,?738.00
28083,5-30-2016,E1049,61,69,?966.00
63856,6-1-2018,E1072,50,87,"?1,827.00"
29972,3-11-2018,E1051,40,61,"?5,917.00"
15426,9-22-2015,E1038,58,14,?196.00
20309,8-3-2018,E1036,46,36,?540.00
8744,2-11-2017,E1013,45,68,?884.00
65884,3-15-2016,E1054,66,74,"?1,332.00"
27693,1-22-2015,E1063,32,11,?198.00
62057,7-15-2015,E1062,63,89,?890.00
59752,6-18-2015,E1062,61,8,?112.00
12878,7-30-2018,E1005,11,32,?408.00
32538,9-27-2016,E1088,46,32,?480.00
80814,3-1-2017,E1064,20,10,?250.00
24926,10-4-2017,E1025,10,66,"?1,409.10"
68542,12-1-2018,E1013,45,31,?403.00
28349,7-25-2015,E1041,71,30,?223.50
28372,8-21-2015,E1043,31,6,?36.00
52657,9-10-2018,E1038,24,43,?836.35
21946,5-22-2016,E1071,50,74,"?1,554.00"
14314,12-26-2015,E1014,5,72,"?4,500.00"
32964,6-7-2017,E1058,34,34,?340.00
57379,11-14-2016,E1017,50,63,"?1,323.00"
13442,8-20-2016,E1038,69,21,"?2,599.59"
36672,1-21-2015,E1067,25,22,?687.06
47708,2-24-2017,E1067,10,23,?491.05
17981,10-15-2015,E1070,42,78,"?2,019.42"
23350,8-13-2015,E1073,53,62,"?1,209.00"
23202,5-17-2018,E1034,37,12,?636.00
84549,12-7-2016,E1072,30,50,?482.50
41402,7-3-2015,E1064,53,11,?214.50
83493,11-6-2016,E1025,71,59,?439.55
5880,5-4-2018,E1055,16,47,?117.50
27538,2-23-2016,E1032,49,27,?885.60
8168,5-7-2017,E1070,18,57,"?2,166.00"
45543,5-12-2015,E1036,38,59,"?1,888.00"
49030,6-29-2017,E1023,19,52,?650.00
19154,5-18-2016,E1045,72,45,?405.00
58062,11-15-2018,E1038,9,37,?814.00
70732,3-21-2015,E1051,51,45,"?1,710.00"
77003,5-5-2017,E1075,70,9,?209.25
66500,7-23-2018,E1067,33,79,"?1,106.00"
69659,10-1-2017,E1030,73,79,"?2,370.00"
37583,7-23-2018,E1048,9,86,"?1,892.00"
81921,8-27-2016,E1051,35,33,?694.65
67699,2-9-2017,E1018,47,51,"?1,224.00"
64769,4-11-2016,E1078,40,71,"?6,887.00"
28701,7-23-2016,E1066,60,14,?175.00
30815,11-11-2017,E1044,3,24,?441.60
65640,9-29-2016,E1080,23,45,"?1,620.00"
35711,12-5-2016,E1087,65,63,?756.00
67142,10-14-2015,E1088,71,41,?305.45
39049,12-30-2017,E1062,76,29,?964.25
84806,1-2-2015,E1047,58,76,"?1,064.00"
19394,7-18-2018,E1020,25,29,?905.67
61149,5-25-2018,E1081,29,36,"?1,656.00"
28033,5-17-2017,E1048,35,16,?336.80
79044,9-8-2017,E1087,56,44,?418.00
81271,12-28-2015,E1033,13,46,?609.50
55212,4-19-2017,E1004,44,83,"?1,162.00"
6039,1-3-2015,E1051,49,32,"?1,049.60"
27262,9-8-2018,E1011,58,36,?504.00
46609,5-30-2015,E1040,60,56,?700.00
45586,12-11-2017,E1047,27,17,?527.00
86580,10-15-2015,E1009,34,81,?810.00
74464,9-22-2016,E1070,46,28,?420.00
41777,9-18-2016,E1024,64,66,"?1,881.00"
78864,1-2-2015,E1048,37,13,?689.00
51971,9-24-2016,E1064,59,38,"?1,668.20"
84083,1-12-2017,E1027,11,32,?408.00
69870,7-28-2017,E1007,71,76,?566.20
49322,9-30-2016,E1055,15,22,?473.00
15018,6-23-2017,E1026,62,62,"?5,022.00"
25519,7-10-2018,E1027,68,79,?726.80
8790,4-9-2016,E1084,72,11,?99.00
22764,3-11-2016,E1070,34,58,?580.00
13512,9-27-2015,E1052,71,79,?588.55
59153,1-9-2017,E1084,30,48,?463.20
51437,3-21-2016,E1083,12,81,"?21,343.50"
24466,11-7-2016,E1013,49,79,"?2,591.20"
64295,2-1-2017,E1015,5,57,"?3,562.50"
6003,7-17-2015,E1061,50,84,"?1,764.00"
82879,5-24-2018,E1027,23,65,"?2,340.00"
89016,4-14-2016,E1052,58,89,"?1,246.00"
50550,5-26-2016,E1014,50,81,"?1,701.00"
8367,11-27-2018,E1027,27,57,"?1,767.00"
41866,9-25-2015,E1033,58,35,?490.00
34222,11-25-2017,E1069,52,69,"?3,795.00"
21892,9-10-2016,E1051,40,16,"?1,552.00"
13132,5-18-2017,E1025,74,48,?780.00
26253,7-5-2015,E1050,1,81,"?3,159.00"
58396,12-20-2017,E1029,47,22,?528.00
18139,12-12-2018,E1069,40,25,"?2,425.00"
35986,5-18-2017,E1062,73,66,"?1,980.00"
61411,7-19-2017,E1040,73,46,"?1,380.00"
37128,8-10-2015,E1028,23,65,"?2,340.00"
50004,6-30-2018,E1012,50,31,?651.00
66111,9-4-2015,E1060,58,38,?532.00
47906,9-26-2015,E1067,4,73,"?2,482.00"
80058,8-13-2017,E1087,72,26,?234.00
46379,4-30-2017,E1066,57,71,"?3,237.60"
81562,1-22-2016,E1004,34,67,?670.00
86487,9-25-2015,E1054,33,43,?602.00
40297,1-25-2015,E1028,28,48,?912.00
61588,8-26-2015,E1007,26,49,"?1,029.00"
83850,11-28-2015,E1073,29,50,"?2,300.00"
9408,9-13-2016,E1087,50,25,?525.00
57015,10-30-2016,E1081,1,45,"?1,755.00"
10830,4-10-2018,E1071,70,79,"?1,836.75"
89225,9-17-2018,E1051,39,10,?200.00
72715,7-25-2018,E1025,77,6,?57.00
24639,7-16-2018,E1089,37,5,?265.00
69230,2-7-2015,E1078,54,32,?248.00
80660,9-21-2016,E1068,27,90,"?2,790.00"
58223,10-17-2018,E1088,45,90,"?1,170.00"
74121,9-3-2018,E1047,74,88,"?1,430.00"
58467,2-11-2018,E1017,11,89,"?1,134.75"
11668,10-21-2015,E1066,2,77,?770.00
89915,7-3-2015,E1028,34,24,?240.00
58395,1-25-2018,E1034,76,65,"?2,161.25"
60721,6-6-2018,E1056,74,66,"?1,072.50"
8338,4-23-2017,E1020,14,29,?203.00
64347,2-23-2015,E1083,29,10,?460.00
74439,4-28-2016,E1065,31,24,?144.00
72351,3-9-2015,E1027,23,63,"?2,268.00"
52160,6-7-2018,E1007,69,79,"?9,779.41"
46279,9-25-2015,E1029,15,75,"?1,612.50"
10906,1-2-2016,E1059,62,36,"?2,916.00"
42023,10-14-2016,E1014,64,53,"?1,510.50"
30973,11-5-2018,E1011,30,39,?376.35
37193,11-20-2017,E1044,20,63,"?1,575.00"
12327,4-13-2016,E1006,4,42,"?1,428.00"
57084,6-22-2018,E1032,68,75,?690.00
89084,10-14-2015,E1073,13,76,"?1,007.00"
11728,3-30-2016,E1039,18,20,?760.00
6098,9-17-2016,E1049,61,18,?252.00
13522,9-10-2017,E1032,6,58,"?1,044.00"
37900,9-22-2018,E1017,26,53,"?1,113.00"
72307,8-7-2018,E1038,20,13,?325.00
23369,1-17-2015,E1043,20,49,"?1,225.00"
59072,2-9-2017,E1005,62,77,"?6,237.00"
26392,7-10-2017,E1047,17,70,"?1,085.00"
50185,11-27-2016,E1038,41,30,"?1,044.00"
33320,3-17-2017,E1050,7,79,"?1,501.00"
24185,11-29-2018,E1046,23,5,?180.00
84206,1-16-2017,E1083,43,71,"?2,840.00"
7018,9-26-2018,E1064,53,58,"?1,131.00"
8973,3-2-2017,E1013,40,27,"?2,619.00"
75380,1-16-2015,E1075,10,49,"?1,046.15"
65593,5-20-2015,E1048,25,6,?187.38
12424,7-22-2017,E1058,29,49,"?2,254.00"
37767,1-26-2015,E1032,33,50,?700.00
58060,6-10-2015,E1041,5,36,"?2,250.00"
67234,4-13-2017,E1007,12,84,"?22,134.00"
79924,12-24-2016,E1043,38,10,?320.00
76139,8-5-2018,E1040,74,19,?308.75
12835,2-14-2016,E1073,5,16,"?1,000.00"
51905,12-24-2015,E1035,72,11,?99.00
24728,2-27-2017,E1012,20,82,"?2,050.00"
28185,1-25-2018,E1032,45,22,?286.00
54831,4-26-2015,E1088,26,29,?609.00
89165,7-19-2016,E1039,55,65,?975.00
31157,9-3-2017,E1040,56,16,?152.00
40435,6-29-2018,E1051,70,22,?511.50
34003,9-7-2017,E1039,54,68,?527.00
39123,4-15-2016,E1041,8,75,"?1,350.00"
89733,2-4-2018,E1015,70,22,?511.50
74285,10-17-2017,E1064,65,10,?120.00
67273,12-24-2015,E1032,51,62,"?2,356.00"
48572,9-27-2017,E1067,71,69,?514.05
85401,4-22-2016,E1046,27,41,"?1,271.00"
21850,3-29-2018,E1044,13,89,"?1,179.25"
43518,7-12-2015,E1040,9,59,"?1,298.00"
33052,1-13-2017,E1058,5,46,"?2,875.00"
29308,10-4-2016,E1003,35,12,?252.60
74474,4-14-2017,E1085,51,70,"?2,660.00"
8737,7-23-2018,E1065,70,77,"?1,790.25"
40466,10-29-2018,E1006,25,35,"?1,093.05"
74255,12-2-2018,E1084,32,43,?774.00
26977,8-15-2018,E1080,22,41,?184.50
45859,11-22-2016,E1075,62,5,?405.00
72135,1-7-2018,E1068,12,38,"?10,013.00"
9765,9-1-2015,E1052,3,72,"?1,324.80"
14593,4-2-2016,E1076,64,81,"?2,308.50"
16358,10-22-2017,E1045,1,30,"?1,170.00"
13059,12-8-2017,E1040,67,51,"?2,514.30"
6888,3-14-2016,E1031,33,71,?994.00
34139,10-9-2017,E1082,41,37,"?1,287.60"
44398,12-5-2018,E1007,68,18,?165.60
27575,9-20-2015,E1034,14,58,?406.00
76283,5-16-2017,E1038,46,86,"?1,290.00"
71101,4-10-2015,E1075,50,48,"?1,008.00"
10708,4-26-2016,E1051,47,84,"?2,016.00"
38092,7-6-2016,E1088,72,81,?729.00
30396,9-14-2017,E1038,2,21,?210.00
6929,9-18-2016,E1006,51,13,?494.00
18609,11-25-2015,E1011,76,50,"?1,662.50"
24108,5-24-2015,E1064,72,64,?576.00
68230,1-29-2017,E1062,70,82,"?1,906.50"
50243,12-9-2016,E1024,30,33,?318.45
15152,4-28-2018,E1069,49,58,"?1,902.40"
36472,2-2-2017,E1027,66,51,?918.00
72109,8-19-2017,E1002,9,15,?330.00
19089,1-26-2015,E1015,3,49,?901.60
28432,8-10-2017,E1046,20,31,?775.00
30743,5-11-2018,E1002,8,65,"?1,170.00"
33306,3-4-2018,E1086,31,57,?342.00
81800,12-4-2016,E1046,72,74,?666.00
10573,2-21-2018,E1086,9,28,?616.00
20305,11-4-2015,E1036,23,40,"?1,440.00"
33530,1-5-2017,E1071,44,69,?966.00
22065,1-25-2018,E1039,2,68,?680.00
86007,3-27-2016,E1024,1,22,?858.00
34776,6-3-2017,E1010,22,16,?72.00
70433,5-22-2017,E1071,24,48,?933.60
16094,3-17-2015,E1070,60,29,?362.50
7930,10-1-2016,E1084,40,7,?679.00
26302,10-11-2017,E1055,61,38,?532.00
86402,2-1-2018,E1083,54,27,?209.25
75045,2-16-2018,E1031,20,85,"?2,125.00"
51597,7-16-2016,E1065,44,83,"?1,162.00"
62404,12-9-2015,E1031,4,48,"?1,632.00"
73719,7-11-2017,E1041,36,31,?527.00
78985,10-30-2016,E1049,22,20,?90.00
86731,4-27-2015,E1043,61,55,?770.00
26709,11-15-2015,E1045,32,43,?774.00
26522,7-30-2018,E1062,3,65,"?1,196.00"
20995,9-27-2015,E1051,54,80,?620.00
9212,9-12-2018,E1021,25,69,"?2,154.87"
22996,12-29-2015,E1016,25,45,"?1,405.35"
86588,2-9-2015,E1046,50,9,?189.00
33406,11-8-2017,E1006,13,35,?463.75
42925,5-8-2018,E1061,6,61,"?1,098.00"
82351,1-28-2017,E1006,11,24,?306.00
75908,5-8-2018,E1029,74,34,?552.50
54899,5-26-2018,E1051,2,29,?290.00
85294,9-14-2016,E1074,53,31,?604.50
17877,9-4-2018,E1012,74,68,"?1,105.00"
60714,11-30-2016,E1043,70,10,?232.50
51762,9-9-2018,E1018,59,90,"?3,951.00"
51059,4-17-2017,E1003,56,39,?370.50
66260,11-27-2016,E1083,53,20,?390.00
36395,5-29-2017,E1089,21,46,"?1,196.00"
84825,7-16-2017,E1081,59,46,"?2,019.40"
29617,3-24-2015,E1024,70,9,?209.25
30075,4-13-2017,E1080,11,30,?382.50
28822,11-2-2018,E1030,33,66,?924.00
59303,2-18-2015,E1010,39,56,"?1,120.00"
85477,8-18-2018,E1024,20,50,"?1,250.00"
41701,6-1-2015,E1024,53,73,"?1,423.50"
50604,7-31-2016,E1001,46,44,?660.00
32895,5-15-2017,E1015,21,33,?858.00
31967,12-5-2015,E1062,25,74,"?2,311.02"
22154,1-18-2018,E1020,70,65,"?1,511.25"
59810,2-10-2015,E1038,58,11,?154.00
32077,11-17-2015,E1004,39,40,?800.00
15895,1-17-2015,E1026,66,60,"?1,080.00"
33126,6-15-2016,E1085,13,47,?622.75
37111,2-25-2017,E1072,24,74,"?1,439.30"
59727,8-30-2016,E1015,44,70,?980.00
23827,6-23-2015,E1051,52,73,"?4,015.00"
51161,9-22-2015,E1058,49,80,"?2,624.00"
81515,11-18-2018,E1052,3,15,?276.00
81356,2-1-2016,E1081,51,49,"?1,862.00"
83184,7-7-2015,E1021,8,73,"?1,314.00"
38538,10-21-2018,E1070,14,54,?378.00
10732,5-19-2015,E1084,44,49,?686.00
68363,2-18-2016,E1014,56,53,?503.50
54505,10-20-2017,E1071,31,52,?312.00
69439,6-7-2015,E1051,68,23,?211.60
58232,7-19-2016,E1086,21,15,?390.00
75955,12-18-2015,E1038,21,87,"?2,262.00"
10246,1-23-2017,E1026,68,77,?708.40
79711,11-25-2015,E1055,51,64,"?2,432.00"
60054,3-15-2017,E1051,15,68,"?1,462.00"
16412,1-13-2017,E1023,74,19,?308.75
35834,5-2-2016,E1087,77,76,?722.00
18478,2-17-2015,E1010,74,32,?520.00
29663,10-14-2016,E1004,61,75,"?1,050.00"
21926,4-3-2016,E1057,40,14,"?1,358.00"
41408,8-13-2016,E1084,64,53,"?1,510.50"
41006,6-24-2016,E1072,19,37,?462.50
86986,2-2-2015,E1049,1,28,"?1,092.00"
44752,6-27-2017,E1010,30,51,?492.15
87643,6-20-2017,E1086,24,81,"?1,575.45"
48900,12-15-2017,E1033,65,27,?324.00
32972,1-5-2016,E1075,8,23,?414.00
35498,3-22-2018,E1073,52,18,?990.00
51023,4-6-2015,E1086,43,20,?800.00
41768,12-31-2016,E1055,11,74,?943.50
78287,1-25-2018,E1052,27,33,"?1,023.00"
24522,12-4-2018,E1036,51,5,?190.00
67602,7-10-2018,E1012,36,62,"?1,054.00"
88239,8-7-2016,E1083,59,42,"?1,843.80"
13668,5-25-2015,E1019,73,25,?750.00
78543,10-28-2016,E1020,55,29,?435.00
33165,5-14-2018,E1041,64,16,?456.00
35500,11-4-2017,E1079,9,10,?220.00
54996,3-1-2018,E1048,10,70,"?1,494.50"
37212,5-12-2016,E1059,24,70,"?1,361.50"
87913,8-13-2018,E1074,7,19,?361.00
20730,10-28-2015,E1086,27,8,?248.00
65424,8-27-2017,E1033,39,74,"?1,480.00"
83619,9-27-2017,E1087,77,25,?237.50
84357,12-1-2018,E1060,71,83,?618.35
63019,2-17-2016,E1054,23,64,"?2,304.00"
53919,11-19-2016,E1016,13,27,?357.75
71093,7-25-2017,E1070,14,73,?511.00
74007,9-30-2016,E1071,6,71,"?1,278.00"
85643,8-31-2017,E1034,36,64,"?1,088.00"
22329,12-18-2016,E1002,62,71,"?5,751.00"
46489,12-25-2016,E1031,54,18,?139.50
8361,12-26-2018,E1035,10,5,?106.75
35106,2-13-2018,E1011,64,73,"?2,080.50"
15035,2-9-2017,E1073,33,24,?336.00
81909,11-29-2016,E1015,34,12,?120.00
35681,5-25-2018,E1013,77,6,?57.00
70605,5-16-2017,E1045,1,50,"?1,950.00"
84195,5-13-2017,E1031,33,16,?224.00
19810,12-7-2018,E1079,48,15,?261.75
80893,9-7-2018,E1042,58,67,?938.00
68523,3-12-2017,E1047,44,35,?490.00
29770,6-21-2015,E1039,71,69,?514.05
62874,11-28-2018,E1029,73,74,"?2,220.00"
38835,11-3-2016,E1051,18,62,"?2,356.00"
9621,11-18-2018,E1077,77,23,?218.50
23482,1-10-2015,E1060,54,48,?372.00
64419,11-12-2017,E1089,60,22,?275.00
45898,5-8-2015,E1010,10,80,"?1,708.00"
62530,6-5-2016,E1054,42,46,"?1,190.94"
71221,4-15-2017,E1082,18,86,"?3,268.00"
84122,6-19-2017,E1052,35,59,"?1,241.95"
23190,8-24-2015,E1062,33,61,?854.00
33589,1-24-2018,E1080,31,36,?216.00
59030,3-11-2015,E1045,44,6,?84.00
26040,7-15-2018,E1064,38,15,?480.00
70871,9-12-2015,E1021,34,34,?340.00
45671,3-8-2017,E1062,71,29,?216.05
39677,1-3-2016,E1073,77,12,?114.00
7937,3-18-2017,E1045,10,56,"?1,195.60"
30154,10-22-2015,E1067,55,74,"?1,110.00"
79895,8-26-2018,E1010,49,68,"?2,230.40"
31775,3-14-2017,E1046,66,58,"?1,044.00"
53038,3-5-2016,E1043,26,60,"?1,260.00"
79393,2-5-2018,E1072,30,78,?752.70
47212,10-20-2016,E1046,15,60,"?1,290.00"
23519,5-31-2017,E1025,40,17,"?1,649.00"
20745,1-12-2018,E1064,50,47,?987.00
54034,2-24-2015,E1086,10,6,?128.10
8443,4-3-2015,E1055,45,60,?780.00
84360,1-12-2016,E1080,73,28,?840.00
62238,7-28-2018,E1030,7,26,?494.00
50248,12-26-2017,E1044,29,65,"?2,990.00"
33398,10-12-2015,E1080,14,29,?203.00
11520,11-5-2016,E1065,19,33,?412.50
87357,12-5-2016,E1083,46,42,?630.00
67798,9-17-2016,E1010,31,47,?282.00
48884,4-8-2016,E1011,5,56,"?3,500.00"
83332,3-22-2015,E1022,74,74,"?1,202.50"
86674,4-23-2018,E1011,44,71,?994.00
58840,11-27-2015,E1030,63,57,?570.00
41867,6-17-2015,E1026,70,68,"?1,581.00"
39226,6-19-2016,E1053,41,21,?730.80
35309,6-21-2017,E1027,24,72,"?1,400.40"
11507,2-24-2015,E1089,56,86,?817.00
89913,5-30-2016,E1087,44,27,?378.00
9744,11-17-2018,E1043,66,78,"?1,404.00"
86087,3-31-2017,E1002,17,26,?403.00
60748,12-12-2016,E1044,73,24,?720.00
42240,9-11-2017,E1066,32,78,"?1,404.00"
87801,1-8-2017,E1021,20,56,"?1,400.00"
82177,10-20-2015,E1051,10,83,"?1,772.05"
57936,5-14-2018,E1023,6,29,?522.00
69739,8-17-2016,E1061,39,35,?700.00
58581,7-3-2016,E1015,75,89,"?3,907.10"
15013,9-27-2017,E1063,63,5,?50.00
23636,5-26-2016,E1038,19,57,?712.50
87697,8-16-2015,E1035,19,17,?212.50
77767,10-31-2016,E1079,2,73,?730.00
74047,8-31-2015,E1033,57,38,"?1,732.80"
75640,7-20-2017,E1009,42,30,?776.70
21664,8-11-2018,E1002,66,73,"?1,314.00"
23574,1-10-2018,E1039,11,88,"?1,122.00"
85612,1-12-2016,E1009,54,37,?286.75
43546,1-10-2015,E1088,37,8,?424.00
17433,5-28-2018,E1012,19,29,?362.50
28394,6-11-2015,E1023,50,62,"?1,302.00"
31800,1-4-2018,E1034,50,86,"?1,806.00"
48724,7-19-2016,E1088,32,24,?432.00
46758,6-8-2018,E1069,48,87,"?1,518.15"
67831,9-3-2016,E1081,9,15,?330.00
76515,8-23-2018,E1066,60,87,"?1,087.50"
78192,4-14-2017,E1022,64,85,"?2,422.50"
32611,2-28-2017,E1024,60,6,?75.00
7980,4-16-2016,E1032,57,61,"?2,781.60"
20824,5-16-2018,E1029,8,83,"?1,494.00"
45671,11-15-2015,E1015,50,39,?819.00
49548,9-12-2015,E1032,62,6,?486.00
80591,11-6-2016,E1081,66,89,"?1,602.00"
14884,1-29-2016,E1072,68,9,?82.80
65076,6-16-2017,E1086,37,57,"?3,021.00"
8617,11-16-2016,E1071,37,56,"?2,968.00"
77409,2-15-2017,E1049,50,25,?525.00
14882,12-11-2017,E1033,29,73,"?3,358.00"
15381,7-5-2015,E1049,64,34,?969.00
14381,5-12-2018,E1069,56,5,?47.50
86191,1-15-2018,E1013,53,46,?897.00
7396,2-7-2018,E1002,30,62,?598.30
60444,3-16-2016,E1088,15,59,"?1,268.50"
83274,6-2-2018,E1082,46,34,?510.00
23313,11-17-2016,E1003,13,75,?993.75
19848,9-7-2018,E1088,52,10,?550.00
6425,3-13-2016,E1048,20,71,"?1,775.00"
63846,5-9-2016,E1067,60,7,?87.50
19105,5-23-2015,E1044,19,55,?687.50
77702,1-22-2015,E1057,44,86,"?1,204.00"
51448,1-6-2018,E1013,64,60,"?1,710.00"
81266,11-5-2015,E1001,51,55,"?2,090.00"
38127,7-6-2015,E1079,32,56,"?1,008.00"
75655,9-30-2015,E1029,12,85,"?22,397.50"
50329,12-7-2015,E1064,37,23,"?1,219.00"
8279,11-14-2017,E1053,8,26,?468.00
62498,8-11-2018,E1035,65,24,?288.00
52754,7-3-2016,E1084,41,88,"?3,062.40"
69616,3-7-2018,E1046,24,84,"?1,633.80"
29209,2-1-2018,E1072,48,59,"?1,029.55"
38474,9-20-2016,E1004,36,36,?612.00
76125,9-9-2015,E1044,37,76,"?4,028.00"
22656,8-25-2017,E1054,15,60,"?1,290.00"
23499,3-11-2018,E1024,15,19,?408.50
52021,11-3-2016,E1012,7,36,?684.00
69985,4-25-2015,E1025,4,33,"?1,122.00"
34959,12-20-2016,E1073,30,60,?579.00
21944,5-31-2015,E1046,17,74,"?1,147.00"
32126,3-6-2016,E1069,37,68,"?3,604.00"
23377,9-18-2018,E1083,45,71,?923.00
20654,8-7-2017,E1041,23,75,"?2,700.00"
81301,5-27-2016,E1055,18,85,"?3,230.00"
75041,9-26-2017,E1073,60,47,?587.50
56564,8-3-2017,E1035,2,52,?520.00
65352,11-28-2016,E1015,29,31,"?1,426.00"
47983,12-15-2018,E1059,53,20,?390.00
27141,8-12-2018,E1043,9,51,"?1,122.00"
41186,7-18-2018,E1064,46,71,"?1,065.00"
14212,3-12-2018,E1062,20,71,"?1,775.00"
76406,6-10-2016,E1052,22,34,?153.00
7778,9-3-2015,E1031,9,68,"?1,496.00"
82567,4-27-2018,E1085,28,12,?228.00
64270,11-28-2016,E1050,46,27,?405.00
79554,4-23-2017,E1078,7,56,"?1,064.00"
86127,5-12-2016,E1047,29,64,"?2,944.00"
19469,3-18-2016,E1022,71,42,?312.90
16503,11-12-2017,E1079,18,62,"?2,356.00"
57141,3-7-2015,E1067,13,46,?609.50
28310,12-16-2018,E1043,2,22,?220.00
60874,5-4-2016,E1069,73,50,"?1,500.00"
27201,6-3-2016,E1037,10,56,"?1,195.60"
46238,7-19-2018,E1057,61,61,?854.00
82533,2-23-2016,E1022,64,22,?627.00
47591,7-15-2018,E1023,74,28,?455.00
49893,6-4-2016,E1044,19,75,?937.50
70266,10-18-2015,E1020,15,68,"?1,462.00"
29514,3-29-2017,E1025,76,20,?665.00
55554,8-23-2018,E1083,11,54,?688.50
79139,6-4-2015,E1082,4,77,"?2,618.00"
77332,7-18-2017,E1070,54,36,?279.00
57235,4-14-2016,E1084,37,31,"?1,643.00"
51598,6-19-2017,E1040,8,77,"?1,386.00"
13696,11-30-2015,E1089,72,79,?711.00
44244,8-8-2015,E1043,28,42,?798.00
28913,8-14-2018,E1005,45,76,?988.00
22021,5-8-2017,E1041,51,55,"?2,090.00"
68991,9-21-2018,E1037,72,14,?126.00
6953,1-15-2017,E1041,43,38,"?1,520.00"
62480,4-11-2015,E1021,58,90,"?1,260.00"
58934,9-7-2018,E1085,72,66,?594.00
71734,10-20-2015,E1039,16,45,?112.50
67543,12-23-2016,E1057,37,52,"?2,756.00"
8043,9-24-2016,E1016,59,34,"?1,492.60"
85940,6-7-2018,E1048,36,78,"?1,326.00"
13358,2-7-2017,E1076,23,67,"?2,412.00"
83476,9-22-2015,E1077,58,89,"?1,246.00"
